order_id,order_date,store_id,region,sales_channel,product_id,category,subcategory,product_name,unit_price,quantity,discount_rate,revenue,cost,profit,payment_method,customer_id,customer_segment,promo_code,is_return,return_date
100116,2025-06-02,S05,Beirut,In-Store,P0033,Home,Garden,Product 33,555.8,1,0.06,522.45,418.01,104.44,Card,C5960,Corporate,,True,2025-06-18
100117,2025-06-02,S06,South,In-Store,P0025,Apparel,Kids,Product 25,462.79,2,0.0,925.58,715.88,209.7,Card,C5644,Consumer,,False,
100118,2025-06-02,S06,Beirut,In-Store,P0060,Electronics,Laptops,Product 60,452.51,4,0.11,1610.94,1418.47,192.47,Card,C2405,Consumer,VIP,False,
100119,2025-06-02,S06,Beirut,Online,P0030,Home,Decor,Product 30,562.7,1,0.12,495.18,427.34,67.84,Card,C4721,Corporate,,False,
100120,2025-06-02,S06,South,Online,P0007,Electronics,Accessories,Product 7,550.34,2,0.15,935.58,833.72,101.86,Card,C2068,Consumer,,False,
100121,2025-06-02,S06,North,In-Store,P0055,Apparel,Kids,Product 55,263.05,1,0.08,242.01,197.88,44.13,Card,C8095,Consumer,,False,
100122,2025-06-02,S06,Beirut,Online,P0048,Apparel,Men,Product 48,223.86,1,0.11,199.24,165.22,34.02,Cash,C9663,Corporate,,False,
100123,2025-06-02,S06,Beirut,In-Store,P0048,Electronics,Phones,Product 48,560.13,1,0.11,498.52,351.85,146.67,Cash,C8889,Consumer,,False,
100124,2025-06-02,S06,Beirut,Online,P0043,Home,Decor,Product 43,58.1,1,0.0,58.1,51.03,7.07,Card,C9882,Consumer,,False,
100125,2025-06-02,S06,Beirut,In-Store,P0022,Home,Garden,Product 22,80.94,1,0.13,70.42,69.12,1.3,Wallet,C6447,Consumer,,False,
100126,2025-06-03,S01,Mount Lebanon,In-Store,P0044,Grocery,Pantry,Product 44,169.78,1,0.07,157.9,140.81,17.09,Card,C4900,Corporate,,False,
100127,2025-06-03,S01,Beirut,In-Store,P0046,Apparel,Kids,Product 46,596.95,4,0.03,2316.17,1825.91,490.26,Card,C8003,Corporate,,False,
100128,2025-06-03,S01,Beirut,In-Store,P0014,Home,Garden,Product 14,112.49,1,0.05,106.87,86.2,20.67,Card,C2864,Small Business,SUMMER10,False,
100129,2025-06-03,S01,Mount Lebanon,In-Store,P0005,Grocery,Fresh,Product 5,316.2,1,0.06,297.23,252.5,44.73,Cash,C7903,Consumer,WEEKEND,False,
100130,2025-06-03,S01,Beirut,In-Store,P0025,Apparel,Men,Product 25,65.26,3,0.04,187.95,137.2,50.75,Card,C9433,Consumer,,False,
100131,2025-06-03,S01,Beirut,Online,P0056,Apparel,Kids,Product 56,458.79,6,0.07,2560.05,2151.69,408.36,Card,C1001,Corporate,,False,
100132,2025-06-03,S01,Beirut,Online,P0024,Home,Decor,Product 24,54.55,4,0.04,209.47,195.06,14.41,Cash,C3058,Consumer,,False,
100133,2025-06-03,S01,South,Phone,P0047,Electronics,Laptops,Product 47,269.31,2,0.14,463.21,441.33,21.88,Cash,C2758,Consumer,,False,
100134,2025-06-03,S01,Beirut,Online,P0028,Electronics,Phones,Product 28,349.73,8,0.16,2350.19,2089.7,260.49,Card,C8546,Small Business,,False,
100135,2025-06-03,S01,South,In-Store,P0039,Grocery,Fresh,Product 39,93.26,1,0.02,91.39,81.77,9.62,Card,C7628,Consumer,,False,
100136,2025-06-03,S01,Beirut,Phone,P0031,Apparel,Men,Product 31,567.7,4,0.13,1975.6,1713.54,262.06,Card,C5011,Corporate,,False,
100137,2025-06-03,S01,Beirut,In-Store,P0033,Grocery,Fresh,Product 33,43.76,1,0.03,42.45,37.01,5.44,Card,C5878,Corporate,,False,
100138,2025-06-03,S01,Mount Lebanon,Online,P0018,Grocery,Fresh,Product 18,20.75,1,0.0,20.75,14.61,6.14,Card,C7362,Small Business,,False,
100139,2025-06-03,S01,South,Online,P0019,Apparel,Women,Product 19,131.56,1,0.04,126.3,108.43,17.87,Card,C7126,Consumer,,False,
100140,2025-06-03,S01,Beirut,Online,P0051,Grocery,Pantry,Product 51,211.91,3,0.04,610.3,531.24,79.06,Card,C7171,Consumer,SUMMER10,False,
100141,2025-06-03,S01,Mount Lebanon,In-Store,P0019,Apparel,Men,Product 19,211.75,2,0.12,372.68,365.05,7.63,Cash,C6112,Corporate,,False,
100142,2025-06-03,S01,North,Online,P0037,Electronics,Laptops,Product 37,380.02,2,0.08,699.24,666.9,32.34,Card,C1292,Consumer,SUMMER10,False,
100143,2025-06-03,S01,North,Online,P0032,Home,Decor,Product 32,431.78,1,0.11,384.28,301.66,82.62,Cash,C3874,Small Business,SUMMER10,False,
100144,2025-06-03,S01,South,Online,P0019,Grocery,Pantry,Product 19,12.34,1,0.07,11.48,7.9,3.58,Cash,C4669,Consumer,,False,
100145,2025-06-03,S02,Mount Lebanon,Online,P0030,Electronics,Laptops,Product 30,448.14,2,0.02,878.35,627.58,250.77,Card,C1861,Consumer,,False,
100146,2025-06-03,S02,Mount Lebanon,Phone,P0013,Grocery,Beverages,Product 13,375.67,3,0.1,1014.31,918.47,95.84,Card,C4128,Small Business,,False,
100147,2025-06-03,S02,Beirut,Online,P0015,Electronics,Phones,Product 15,491.7,2,0.07,914.56,776.61,137.95,Card,C6947,Consumer,,False,
100148,2025-06-03,S02,Beirut,Online,P0011,Grocery,Fresh,Product 11,579.98,2,0.08,1067.16,1001.58,65.58,Cash,C6713,Consumer,VIP,False,
100149,2025-06-03,S02,Mount Lebanon,Online,P0020,Home,Garden,Product 20,599.59,1,0.12,527.64,538.47,-10.83,Card,C7447,Consumer,SUMMER10,False,
100150,2025-06-03,S02,Beirut,Online,P0013,Grocery,Fresh,Product 13,572.8,2,0.08,1053.95,818.37,235.58,Card,C6391,Consumer,,False,
100151,2025-06-03,S02,Beirut,Online,P0033,Home,Decor,Product 33,59.11,3,0.04,170.24,109.01,61.23,Wallet,C8880,Consumer,SUMMER10,False,
100152,2025-06-03,S02,Beirut,In-Store,P0042,Home,Kitchen,Product 42,68.48,1,0.09,62.32,61.05,1.27,Card,C2669,Consumer,WEEKEND,True,2025-06-11
100153,2025-06-03,S02,Beirut,Online,P0010,Home,Decor,Product 10,598.78,1,0.02,586.8,503.62,83.18,Cash,C4633,Consumer,,False,
100154,2025-06-03,S02,Beirut,Online,P0002,Electronics,Phones,Product 2,374.02,2,0.12,658.28,483.96,174.32,Wallet,C5874,Consumer,,False,
100155,2025-06-03,S03,Beirut,In-Store,P0010,Apparel,Women,Product 10,215.01,4,0.16,722.43,561.65,160.78,Cash,C8447,Consumer,,False,
100156,2025-06-03,S03,South,In-Store,P0031,Grocery,Beverages,Product 31,371.08,2,0.06,697.63,470.35,227.28,Cash,C8356,Consumer,SUMMER10,False,
100157,2025-06-03,S03,Beirut,In-Store,P0041,Apparel,Women,Product 41,104.05,5,0.06,489.04,415.66,73.38,Cash,C6286,Consumer,,False,
100158,2025-06-03,S03,Beirut,Online,P0011,Electronics,Laptops,Product 11,509.23,3,0.19,1237.43,939.74,297.69,Card,C4994,Corporate,,False,
100159,2025-06-03,S03,North,In-Store,P0004,Apparel,Women,Product 4,153.85,2,0.11,273.85,243.95,29.9,Cash,C6791,Consumer,SUMMER10,False,
100160,2025-06-03,S03,South,Online,P0012,Grocery,Fresh,Product 12,538.77,2,0.12,948.24,752.43,195.81,Card,C4205,Consumer,VIP,False,
100161,2025-06-03,S03,Mount Lebanon,Online,P0006,Apparel,Women,Product 6,144.42,1,0.13,125.65,124.58,1.07,Card,C1176,Corporate,,True,2025-06-18
100162,2025-06-03,S03,Beirut,In-Store,P0040,Home,Garden,Product 40,171.89,2,0.03,333.47,208.93,124.54,Card,C7072,Corporate,SUMMER10,False,
100163,2025-06-03,S03,Beirut,In-Store,P0017,Apparel,Kids,Product 17,93.58,5,0.04,449.18,354.38,94.8,Card,C6701,Corporate,,False,
100164,2025-06-03,S03,North,Online,P0002,Grocery,Beverages,Product 2,511.11,4,0.05,1942.22,1432.99,509.23,Card,C9906,Consumer,,False,
100165,2025-06-03,S03,North,In-Store,P0045,Electronics,Accessories,Product 45,469.78,1,0.19,380.52,314.56,65.96,Cash,C1745,Consumer,,False,
100166,2025-06-03,S03,South,Phone,P0027,Apparel,Men,Product 27,288.29,2,0.06,541.99,503.6,38.39,Card,C1428,Consumer,,False,
100167,2025-06-03,S03,Beirut,In-Store,P0007,Apparel,Women,Product 7,290.78,2,0.04,558.3,406.05,152.25,Card,C8283,Consumer,,False,
100168,2025-06-03,S03,Beirut,Phone,P0016,Grocery,Fresh,Product 16,384.47,2,0.04,738.18,635.26,102.92,Cash,C5813,Consumer,,False,
100169,2025-06-03,S03,Mount Lebanon,Online,P0023,Home,Kitchen,Product 23,85.05,1,0.08,78.25,69.35,8.9,Card,C8410,Corporate,,False,
100170,2025-06-03,S04,Beirut,Phone,P0039,Electronics,Accessories,Product 39,274.33,1,0.11,244.15,229.06,15.09,Card,C3890,Corporate,,False,
100171,2025-06-03,S04,Beirut,In-Store,P0013,Electronics,Phones,Product 13,595.29,2,0.0,1190.58,799.67,390.91,Card,C1822,Consumer,,False,
100172,2025-06-03,S04,Beirut,Online,P0042,Electronics,Laptops,Product 42,595.79,5,0.09,2710.84,1951.51,759.33,Card,C8497,Corporate,,False,
